행정구역,행정구역별(시군구),성별,합계,15세미만,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85세이상
경기도,양평군,남자,54540,5855,2026,2032,2634,2185,2660,3327,4176,4582,5144,6203,5090,3358,2690,1670,908
경기도,양평군,여자,55008,5604,1783,1907,2179,2035,2750,3448,3875,4422,5104,6274,5316,3323,2890,2191,1907
강원도,강원도,계,1452031,163712,58554,74267,81289,73057,83372,98514,111229,127956,125728,142625,106391,66433,61466,47210,30228
강원도,강원도,남자,725800,84038,30264,39856,45225,38712,42866,49699,56961,65686,63882,70827,52735,30924,26642,18463,9020
강원도,강원도,여자,726231,79674,28290,34411,36064,34345,40506,48815,54268,62270,61846,71798,53656,35509,34824,28747,21208
강원도,춘천시,계,271817,33351,12103,16775,18078,15736,17443,19442,20854,23581,21672,23014,17170,9921,9885,7713,5079
강원도,춘천시,남자,133214,17182,6179,8326,9660,8099,8802,9584,10199,11797,10731,11027,8317,4441,4232,3032,1606
강원도,춘천시,여자,138603,16169,5924,8449,8418,7637,8641,9858,10655,11784,10941,11987,8853,5480,5653,4681,3473
강원도,원주시,계,342994,44624,15866,19437,22446,20746,23297,26490,28520,31036,28414,28900,19446,10910,9850,7938,5074
강원도,원주시,남자,169223,22799,8128,9701,11869,10538,11745,12991,13949,15419,14216,14329,9647,5039,4248,3085,1520
강원도,원주시,여자,173771,21825,7738,9736,10577,10208,11552,13499,14571,15617,14198,14571,9799,5871,5602,4853,3554
강원도,강릉시,계,206957,21294,9425,13881,12030,9419,11078,13945,16495,18060,17233,19651,14868,10076,8823,6444,4235
강원도,강릉시,남자,103184,11037,4977,7659,6883,5114,5652,7044,8424,9141,8568,9396,6987,4626,3865,2522,1289
강원도,강릉시,여자,103773,10257,4448,6222,5147,4305,5426,6901,8071,8919,8665,10255,7881,5450,4958,3922,2946
강원도,동해시,계,84741,10444,3639,3224,4076,3651,4836,6394,7339,7960,7175,8030,6237,4128,3563,2468,1577
강원도,동해시,남자,42773,5386,1909,1864,2302,1989,2524,3202,3909,4123,3697,3896,3010,1959,1532,1014,457
강원도,동해시,여자,41968,5058,1730,1360,1774,1662,2312,3192,3430,3837,3478,4134,3227,2169,2031,1454,1120
강원도,태백시,계,39063,4092,1435,1280,1456,1373,1932,2839,3180,3562,3442,4264,3493,2562,2087,1379,687
강원도,태백시,남자,19656,2118,726,738,810,733,1004,1443,1745,1952,1820,2140,1699,1127,901,519,181
강원도,태백시,여자,19407,1974,709,542,646,640,928,1396,1435,1610,1622,2124,1794,1435,1186,860,506
강원도,속초시,계,78070,9051,3036,3118,4148,4087,4675,5586,6207,7504,7079,7754,5656,3530,3088,2148,1403
강원도,속초시,남자,38733,4613,1574,1752,2328,2284,2428,2816,3072,3677,3558,3735,2795,1582,1305,817,397
강원도,속초시,여자,39337,4438,1462,1366,1820,1803,2247,2770,3135,3827,3521,4019,2861,1948,1783,1331,1006
강원도,삼척시,계,60053,5770,2042,3615,2705,2277,2835,3614,4427,5181,5253,6382,4947,3573,3175,2439,1818
강원도,삼척시,남자,30564,2944,1043,2178,1622,1231,1514,1912,2461,2857,2765,3207,2450,1684,1307,872,517
강원도,삼척시,여자,29489,2826,999,1437,1083,1046,1321,1702,1966,2324,2488,3175,2497,1889,1868,1567,1301
강원도,홍천군,계,62762,5779,1961,2243,2821,2592,2828,3376,4058,5196,6205,7991,6162,3528,3269,2854,1899
강원도,홍천군,남자,31959,2916,996,1260,1685,1440,1497,1775,2170,2708,3259,4075,3257,1784,1434,1142,561
강원도,홍천군,여자,30803,2863,965,983,1136,1152,1331,1601,1888,2488,2946,3916,2905,1744,1835,1712,1338
강원도,횡성군,계,42146,3468,1228,1415,1591,1389,1694,2035,2455,3596,4260,5786,4619,2676,2472,2082,1380
강원도,횡성군,남자,21352,1824,635,759,896,739,865,1097,1341,1856,2182,2984,2394,1383,1122,882,393
강원도,횡성군,여자,20794,1644,593,656,695,650,829,938,1114,1740,2078,2802,2225,1293,1350,1200,987
강원도,영월군,계,34210,2645,1046,994,1141,1117,1373,1681,2306,3094,3548,4383,3595,2315,2165,1762,1045
강원도,영월군,남자,17537,1395,546,570,665,610,732,878,1223,1699,1938,2295,1891,1115,946,696,338
강원도,영월군,여자,16673,1250,500,424,476,507,641,803,1083,1395,1610,2088,1704,1200,1219,1066,707
강원도,평창군,계,37354,2911,1020,1111,1352,1186,1452,2021,2626,3416,3849,5011,3870,2503,2173,1784,1069
강원도,평창군,남자,19050,1465,559,642,804,653,764,1077,1429,1822,2012,2605,2014,1211,983,721,289
강원도,평창군,여자,18304,1446,461,469,548,533,688,944,1197,1594,1837,2406,1856,1292,1190,1063,780
강원도,정선군,계,32615,2825,786,845,1072,1195,1485,1934,2377,3030,3240,4245,3190,2147,1971,1426,847
강원도,정선군,남자,16833,1444,396,495,626,645,799,1078,1355,1740,1735,2203,1689,982,870,546,230
강원도,정선군,여자,15782,1381,390,350,446,550,686,856,1022,1290,1505,2042,1501,1165,1101,880,617
강원도,철원군,계,39188,4812,1517,1567,2143,2050,2067,2352,2710,3102,3443,3852,2900,2143,2156,1575,799
강원도,철원군,남자,19794,2431,775,927,1259,1102,1093,1194,1461,1643,1801,1974,1354,993,928,615,244
강원도,철원군,여자,19394,2381,742,640,884,948,974,1158,1249,1459,1642,1878,1546,1150,1228,960,555
강원도,화천군,계,21456,2505,625,1013,1377,1328,1153,1162,1301,1670,1830,2219,1661,991,1127,950,544
강원도,화천군,남자,11272,1265,330,648,881,798,596,645,690,903,978,1191,887,446,495,356,163
강원도,화천군,여자,10184,1240,295,365,496,530,557,517,611,767,852,1028,774,545,632,594,381
강원도,양구군,계,19641,2480,650,801,1191,1190,1183,1110,1229,1515,1737,2036,1445,875,982,752,465
강원도,양구군,남자,10119,1256,329,505,709,659,626,582,661,809,901,1064,778,384,430,283,143
강원도,양구군,여자,9522,1224,321,296,482,531,557,528,568,706,836,972,667,491,552,469,322
강원도,인제군,계,28958,3603,822,1192,1639,1769,1795,1839,1840,2214,2624,3129,2249,1240,1274,1025,704
강원도,인제군,남자,15246,1856,431,763,995,977,992,960,1047,1217,1352,1679,1173,603,593,400,208
강원도,인제군,여자,13712,1747,391,429,644,792,803,879,793,997,1272,1450,1076,637,681,625,496
강원도,고성군,계,24332,1977,644,929,1063,1014,1085,1200,1612,2029,2299,2887,2343,1561,1676,1228,785
강원도,고성군,남자,12308,1035,347,597,654,585,591,636,885,1107,1163,1454,1163,713,686,460,232
강원도,고성군,여자,12024,942,297,332,409,429,494,564,727,922,1136,1433,1180,848,990,768,553
강원도,양양군,계,25674,2081,709,827,960,938,1161,1494,1693,2210,2425,3091,2540,1754,1730,1243,818
강원도,양양군,남자,12983,1072,384,472,577,516,642,785,940,1216,1206,1573,1230,852,765,501,252
강원도,양양군,여자,12691,1009,325,355,383,422,519,709,753,994,1219,1518,1310,902,965,742,566
충청북도,충청북도,계,1524574,188009,63728,83105,98847,87288,99344,109755,118471,134588,126327,134052,97656,62745,52233,40700,27726
충청북도,충청북도,남자,768142,96388,32932,42738,55917,46973,51620,56468,60648,68139,64756,67369,48081,29867,22399,15487,8360
충청북도,충청북도,여자,756432,91621,30796,40367,42930,40315,47724,53287,57823,66449,61571,66683,49575,32878,29834,25213,19366
충청북도,충주시,계,202627,22723,8513,11824,12161,10517,11924,13564,15444,18149,17536,19106,14136,8701,7830,6380,4119
충청북도,충주시,남자,102215,11577,4445,6333,7198,5854,6259,6917,7908,9090,9012,9637,6911,4059,3370,2408,1237
충청북도,충주시,여자,100412,11146,4068,5491,4963,4663,5665,6647,7536,9059,8524,9469,7225,4642,4460,3972,2882
충청북도,제천시,계,126253,13377,5209,6997,6603,5448,6616,7766,9302,11571,11245,13262,10327,6376,5501,4169,2484
충청북도,제천시,남자,63368,6810,2710,3678,3868,2856,3446,3990,4740,5937,5667,6611,5184,3023,2397,1657,794
충청북도,제천시,여자,62885,6567,2499,3319,2735,2592,3170,3776,4562,5634,5578,6651,5143,3353,3104,2512,1690
충청북도,청주시,계,816503,112759,37302,47937,61987,54915,60718,64664,67046,72123,62784,61286,41847,26061,20289,14681,10104
충청북도,청주시,남자,408392,57723,19159,23673,34304,29165,31179,32909,33348,35502,31562,30153,20235,12219,8712,5539,3010
충청북도,청주시,여자,408111,55036,18143,24264,27683,25750,29539,31755,33698,36621,31222,31133,21612,13842,11577,9142,7094
충청북도,상당구,계,184612,25343,8700,9654,11903,10370,12393,14190,15336,17152,15428,14978,10559,6644,5291,3946,2725
충청북도,상당구,남자,90996,12949,4455,4812,6379,5347,6236,7031,7507,8312,7791,7386,5127,3136,2236,1459,833
충청북도,상당구,여자,93616,12394,4245,4842,5524,5023,6157,7159,7829,8840,7637,7592,5432,3508,3055,2487,1892
충청북도,서원구,계,185590,21770,9126,12667,13718,10515,11115,13241,15533,17682,15320,15545,10802,6856,5339,3780,2581
충청북도,서원구,남자,91647,11164,4676,6214,7685,5565,5636,6550,7570,8528,7611,7568,5166,3107,2341,1474,792
충청북도,서원구,여자,93943,10606,4450,6453,6033,4950,5479,6691,7963,9154,7709,7977,5636,3749,2998,2306,1789
충청북도,흥덕구,계,258217,36446,11297,14876,22278,19926,20989,20866,21217,22796,19533,18091,11632,7001,5124,3584,2561
충청북도,흥덕구,남자,129754,18701,5782,7256,12121,10477,10849,10644,10568,11277,9769,8968,5678,3341,2213,1336,774
충청북도,흥덕구,여자,128463,17745,5515,7620,10157,9449,10140,10222,10649,11519,9764,9123,5954,3660,2911,2248,1787
충청북도,청원구,계,188084,29200,8179,10740,14088,14104,16221,16367,14960,14493,12503,12672,8854,5560,4535,3371,2237
충청북도,청원구,남자,95995,14909,4246,5391,8119,7776,8458,8684,7703,7385,6391,6231,4264,2635,1922,1270,611
충청북도,청원구,여자,92089,14291,3933,5349,5969,6328,7763,7683,7257,7108,6112,6441,4590,2925,2613,2101,1626
충청북도,보은군,계,29357,2270,770,924,936,851,1091,1252,1636,2308,2909,3770,3108,2241,1995,1845,1451
충청북도,보은군,남자,14642,1195,396,540,538,469,565,681,892,1247,1579,1958,1546,1113,829,672,422
충청북도,보은군,여자,14715,1075,374,384,398,382,526,571,744,1061,1330,1812,1562,1128,1166,1173,1029
충청북도,옥천군,계,46196,4202,1510,1745,1754,1503,2008,2551,3108,4038,4336,5277,4416,3268,2679,2107,1694
충청북도,옥천군,남자,23007,2189,817,975,958,798,1006,1329,1664,2082,2309,2640,2166,1639,1120,788,527
충청북도,옥천군,여자,23189,2013,693,770,796,705,1002,1222,1444,1956,2027,2637,2250,1629,1559,1319,1167
충청북도,영동군,계,43168,3521,1519,2201,1587,1270,1596,1990,2675,3554,4054,5086,4154,3194,2900,2342,1525
충청북도,영동군,남자,21535,1838,755,1291,932,652,818,1026,1459,1894,2089,2611,2117,1486,1215,875,477
충청북도,영동군,여자,21633,1683,764,910,655,618,778,964,1216,1660,1965,2475,2037,1708,1685,1467,1048
충청북도,진천군,계,80994,11725,3087,3559,4921,5042,6268,6863,6510,6881,6371,6297,4552,2904,2397,2102,1515
충청북도,진천군,남자,42125,6063,1602,1876,2889,2809,3381,3629,3570,3711,3438,3248,2242,1420,1017,796,434
충청북도,진천군,여자,38869,5662,1485,1683,2032,2233,2887,3234,2940,3170,2933,3049,2310,1484,1380,1306,1081
충청북도,괴산군,계,34349,2040,789,1481,1189,958,1111,1421,1810,2784,3643,4739,3871,2681,2341,2081,1410
충청북도,괴산군,남자,17542,1013,423,902,712,545,602,768,1062,1537,1858,2527,2002,1363,997,819,412
충청북도,괴산군,여자,16807,1027,366,579,477,413,509,653,748,1247,1785,2212,1869,1318,1344,1262,998
충청북도,음성군,계,84570,8815,2917,3927,4572,4079,4710,5864,6667,7925,7986,8659,6285,3969,3469,2754,1972
충청북도,음성군,남자,44318,4551,1523,2110,2655,2340,2585,3188,3680,4389,4339,4618,3186,1931,1566,1047,610
충청북도,음성군,여자,40252,4264,1394,1817,1917,1739,2125,2676,2987,3536,3647,4041,3099,2038,1903,1707,1362
충청북도,단양군,계,25772,1872,721,699,884,784,911,1232,1602,2226,2694,3617,2767,1937,1649,1325,852
충청북도,단양군,남자,13041,979,393,408,501,442,480,654,889,1172,1439,1858,1435,929,669,527,266
충청북도,단양군,여자,12731,893,328,291,383,342,431,578,713,1054,1255,1759,1332,1008,980,798,586
충청북도,증평군,계,34785,4705,1391,1811,2253,1921,2391,2588,2671,3029,2769,2953,2193,1413,1183,914,600
충청북도,증평군,남자,17957,2450,709,952,1362,1043,1299,1377,1436,1578,1464,1508,1057,685,507,359,171
충청북도,증평군,여자,16828,2255,682,859,891,878,1092,1211,1235,1451,1305,1445,1136,728,676,555,429
충청남도,충청남도,계,2020843,262303,84658,103851,117908,116502,138492,155187,158889,170707,156576,164842,122054,93064,71889,58801,45120
충청남도,충청남도,남자,1023838,134962,42888,52118,65557,62843,72983,82185,83637,89691,81898,83084,59712,44474,31197,22286,14323
충청남도,충청남도,여자,997005,127341,41770,51733,52351,53659,65509,73002,75252,81016,74678,81758,62342,48590,40692,36515,30797
충청남도,천안시,계,640612,92666,30561,41847,49858,47719,53391,55490,53654,55385,46394,41840,26256,17390,12486,9265,6410
충청남도,천안시,남자,323847,47607,15438,19665,26461,25304,28115,29115,27050,27917,23868,21350,12884,8183,5440,3497,1953
충청남도,천안시,여자,316765,45059,15123,22182,23397,22415,25276,26375,26604,27468,22526,20490,13372,9207,7046,5768,4457
충청남도,동남구,계,250138,31493,12379,18095,17465,14494,16910,19930,20871,22302,19986,19661,13039,8861,6390,4876,3386
충청남도,동남구,남자,125007,16260,6145,8313,9413,7754,8699,10243,10628,11158,10110,9921,6384,4234,2803,1903,1039
충청남도,동남구,여자,125131,15233,6234,9782,8052,6740,8211,9687,10243,11144,9876,9740,6655,4627,3587,2973,2347
충청남도,서북구,계,390474,61173,18182,23752,32393,33225,36481,35560,32783,33083,26408,22179,13217,8529,6096,4389,3024
충청남도,서북구,남자,198840,31347,9293,11352,17048,17550,19416,18872,16422,16759,13758,11429,6500,3949,2637,1594,914
충청남도,서북구,여자,191634,29826,8889,12400,15345,15675,17065,16688,16361,16324,12650,10750,6717,4580,3459,2795,2110
충청남도,공주시,계,97034,8926,3485,5722,5040,4115,4574,5678,6397,8214,8593,10277,8070,6039,4716,4069,3119
충청남도,공주시,남자,48000,4624,1743,2717,2869,2251,2331,2959,3342,4217,4308,5123,3995,2999,1947,1545,1030
충청남도,공주시,여자,49034,4302,1742,3005,2171,1864,2243,2719,3055,3997,4285,5154,4075,3040,2769,2524,2089
충청남도,보령시,계,92239,9426,3239,3513,4171,3886,4773,5791,6927,7800,7970,9547,7623,6259,4668,3793,2853
충청남도,보령시,남자,46524,4784,1701,1967,2475,2133,2514,3157,3738,4145,4177,4748,3657,2940,2016,1474,898
충청남도,보령시,여자,45715,4642,1538,1546,1696,1753,2259,2634,3189,3655,3793,4799,3966,3319,2652,2319,1955
충청남도,아산시,계,311911,50237,14581,16490,18673,20600,26901,29679,26566,25638,21134,19775,13874,9979,7617,5932,4235
충청남도,아산시,남자,160310,25893,7297,8194,10421,10859,14107,15967,14292,13753,11340,10032,6691,4639,3227,2278,1320
충청남도,아산시,여자,151601,24344,7284,8296,8252,9741,12794,13712,12274,11885,9794,9743,7183,5340,4390,3654,2915
충청남도,서산시,계,168375,23407,6685,6970,9393,9936,11351,13311,13793,14800,13286,13525,9595,7661,6001,4725,3936
충청남도,서산시,남자,87247,12055,3549,3791,5655,5657,6036,7060,7342,7950,7085,6887,4709,3745,2698,1856,1172
충청남도,서산시,여자,81128,11352,3136,3179,3738,4279,5315,6251,6451,6850,6201,6638,4886,3916,3303,2869,2764
충청남도,논산시,계,106717,11074,4111,5002,5021,4662,5209,6327,7507,8883,9125,10830,8672,6727,5350,4615,3602
충청남도,논산시,남자,52687,5674,1985,2629,2721,2504,2666,3261,3986,4691,4679,5396,4258,3141,2302,1653,1141
충청남도,논산시,여자,54030,5400,2126,2373,2300,2158,2543,3066,3521,4192,4446,5434,4414,3586,3048,2962,2461
충청남도,계룡시,계,40332,6648,2590,1877,1845,1664,2603,3658,4350,4127,2983,2860,1979,1216,826,614,492
충청남도,계룡시,남자,19908,3430,1289,1008,1022,837,1240,1679,2176,2038,1503,1371,983,608,352,229,143
충청남도,계룡시,여자,20424,3218,1301,869,823,827,1363,1979,2174,2089,1480,1489,996,608,474,385,349
충청남도,당진시,계,158232,22990,5917,5931,7933,9396,12111,13337,12669,13198,12118,12448,9115,7237,5491,4691,3650
충청남도,당진시,남자,83668,11827,3011,3155,4710,5447,6766,7412,7108,7444,6738,6498,4514,3552,2507,1818,1161
충청남도,당진시,여자,74564,11163,2906,2776,3223,3949,5345,5925,5561,5754,5380,5950,4601,3685,2984,2873,2489
충청남도,금산군,계,47577,4171,1786,2523,1684,1387,1842,2482,3070,4015,4260,5316,4418,3478,2982,2438,1725
충청남도,금산군,남자,23707,2138,919,1327,979,709,943,1287,1677,2152,2303,2688,2202,1691,1270,865,557
충청남도,금산군,여자,23870,2033,867,1196,705,678,899,1195,1393,1863,1957,2628,2216,1787,1712,1573,1168
충청남도,부여군,계,58966,4536,1698,2213,2160,1795,2167,2750,3603,4554,5124,6930,5953,4899,3985,3650,2949
충청남도,부여군,남자,29057,2409,890,1175,1267,975,1139,1448,1942,2410,2605,3471,2934,2281,1749,1367,995
충청남도,부여군,여자,29909,2127,808,1038,893,820,1028,1302,1661,2144,2519,3459,3019,2618,2236,2283,1954
충청남도,서천군,계,46866,3574,1275,1407,1566,1409,1681,2201,2849,3694,4013,5218,4820,4273,3368,3034,2484
충청남도,서천군,남자,23003,1806,680,834,891,776,913,1163,1518,1993,2153,2550,2306,2051,1413,1136,820
충청남도,서천군,여자,23863,1768,595,573,675,633,768,1038,1331,1701,1860,2668,2514,2222,1955,1898,1664
충청남도,청양군,계,28071,1989,696,957,1052,886,989,1165,1615,2132,2669,3422,2818,2325,1964,1836,1556
충청남도,청양군,남자,14187,1031,364,531,616,504,533,661,938,1192,1421,1731,1436,1154,848,688,539
충청남도,청양군,여자,13884,958,332,426,436,382,456,504,677,940,1248,1691,1382,1171,1116,1148,1017
충청남도,홍성군,계,95155,12127,4004,4548,4353,4406,5513,6521,7297,7711,7454,8210,6614,5438,4284,3634,3041
충청남도,홍성군,남자,47148,6245,2012,2357,2422,2300,2773,3348,3790,4085,3820,4072,3171,2570,1852,1339,992
충청남도,홍성군,여자,48007,5882,1992,2191,1931,2106,2740,3173,3507,3626,3634,4138,3443,2868,2432,2295,2049
충청남도,예산군,계,71618,5743,2244,2860,2937,2644,2897,3634,4851,5881,6328,8128,6715,5465,4422,3887,2982
충청남도,예산군,남자,35719,2992,1108,1513,1691,1481,1568,1910,2655,3208,3275,3992,3337,2592,1891,1530,976
충청남도,예산군,여자,35899,2751,1136,1347,1246,1163,1329,1724,2196,2673,3053,4136,3378,2873,2531,2357,2006
충청남도,태안군,계,57138,4789,1786,1991,2222,1997,2490,3163,3741,4675,5125,6516,5532,4678,3729,2618,2086
충청남도,태안군,남자,28826,2447,902,1255,1357,1106,1339,1758,2083,2496,2623,3175,2635,2328,1685,1011,626
충청남도,태안군,여자,28312,2342,884,736,865,891,1151,1405,1658,2179,2502,3341,2897,2350,2044,1607,1460
전라북도,전라북도,계,1692259,199641,73188,94602,97463,81478,96491,116284,133372,147510,138836,146122,110812,92066,71421,54069,38904
전라북도,전라북도,남자,837888,102601,37424,48816,52635,42278,48730,59020,68185,75729,71178,72268,53818,43041,30105,20155,11905
전라북도,전라북도,여자,854371,97040,35764,45786,44828,39200,47761,57264,65187,71781,67658,73854,56994,49025,41316,33914,26999
전라북도,전주시,계,639934,85131,32342,43642,45477,37506,42359,48981,53722,56642,49485,46904,33433,25989,18206,12272,7843
전라북도,전주시,남자,314914,43722,16532,21702,24066,19126,21087,24082,26134,28028,24407,22542,15934,11987,7971,4960,2634
전라북도,전주시,여자,325020,41409,15810,21940,21411,18380,21272,24899,27588,28614,25078,24362,17499,14002,10235,7312,5209
전라북도,완산구,계,325932,39089,16407,22403,23479,18587,19858,23170,27226,30133,26776,25787,18364,14120,9744,6514,4275
전라북도,완산구,남자,158795,20154,8465,10982,12177,9529,9889,11282,12867,14685,13011,12213,8758,6496,4268,2618,1401
전라북도,완산구,여자,167137,18935,7942,11421,11302,9058,9969,11888,14359,15448,13765,13574,9606,7624,5476,3896,2874
전라북도,덕진구,계,314002,46042,15935,21239,21998,18919,22501,25811,26496,26509,22709,21117,15069,11869,8462,5758,3568
전라북도,덕진구,남자,156119,23568,8067,10720,11889,9597,11198,12800,13267,13343,11396,10329,7176,5491,3703,2342,1233
전라북도,덕진구,여자,157883,22474,7868,10519,10109,9322,11303,13011,13229,13166,11313,10788,7893,6378,4759,3416,2335
전라북도,군산시,계,252440,32146,11016,13392,13742,12278,16308,19587,21542,22536,19997,21271,16073,12927,9364,6047,4214
전라북도,군산시,남자,127003,16453,5547,6968,7565,6468,8391,10190,11176,11715,10383,10429,7896,6119,4090,2306,1307
전라북도,군산시,여자,125437,15693,5469,6424,6177,5810,7917,9397,10366,10821,9614,10842,8177,6808,5274,3741,2907
전라북도,익산시,계,263063,29703,11786,17178,16373,12347,14244,17560,20951,23806,22731,23251,17299,13548,9985,7111,5190
전라북도,익산시,남자,130751,15166,6031,8954,9005,6632,7209,8887,10613,11862,11537,11549,8415,6417,4317,2571,1586
전라북도,익산시,여자,132312,14537,5755,8224,7368,5715,7035,8673,10338,11944,11194,11702,8884,7131,5668,4540,3604
전라북도,정읍시,계,98228,9965,3696,3952,4363,3701,4368,5895,7410,8532,8482,9585,7372,6752,5774,4739,3642
전라북도,정읍시,남자,48355,5163,1901,2084,2406,1938,2270,3000,3887,4518,4507,4892,3485,3175,2330,1749,1050
전라북도,정읍시,여자,49873,4802,1795,1868,1957,1763,2098,2895,3523,4014,3975,4693,3887,3577,3444,2990,2592
전라북도,남원시,계,73395,7827,2763,2614,3139,2673,3219,4210,5512,6591,6302,7094,5782,5123,4186,3629,2731
전라북도,남원시,남자,35768,4122,1393,1439,1679,1351,1605,2045,2838,3470,3354,3547,2830,2330,1639,1313,813
전라북도,남원시,여자,37627,3705,1370,1175,1460,1322,1614,2165,2674,3121,2948,3547,2952,2793,2547,2316,1918
전라북도,김제시,계,73353,6603,2322,2666,3044,2665,3192,3926,4883,5836,6353,7672,6292,5815,4833,3957,3294
전라북도,김제시,남자,35766,3379,1166,1443,1644,1417,1655,2100,2683,3141,3304,3798,3030,2669,1979,1399,959
전라북도,김제시,여자,37587,3224,1156,1223,1400,1248,1537,1826,2200,2695,3049,3874,3262,3146,2854,2558,2335
전라북도,완주군,계,86092,10379,3623,4873,4284,3749,4866,6052,6504,7194,7079,7631,5984,4827,3841,2989,2217
전라북도,완주군,남자,43869,5248,1918,2686,2383,1954,2463,3198,3588,3952,3771,3905,3013,2363,1625,1107,695
전라북도,완주군,여자,42223,5131,1705,2187,1901,1795,2403,2854,2916,3242,3308,3726,2971,2464,2216,1882,1522
전라북도,진안군,계,21928,1794,512,672,704,628,758,955,1259,1729,2130,2606,2115,1905,1633,1428,1100
전라북도,진안군,남자,10933,904,279,385,384,307,348,533,736,956,1171,1374,1082,905,721,515,333
전라북도,진안군,여자,10995,890,233,287,320,321,410,422,523,773,959,1232,1033,1000,912,913,767
전라북도,무주군,계,21611,1906,577,578,736,696,818,1103,1445,1804,2008,2417,1950,1616,1524,1409,1024
전라북도,무주군,남자,10658,990,281,324,378,365,443,582,817,1000,1081,1248,985,740,584,525,315
전라북도,무주군,여자,10953,916,296,254,358,331,375,521,628,804,927,1169,965,876,940,884,709
전라북도,장수군,계,19687,1808,524,538,657,607,759,1008,1181,1573,1735,2190,1923,1626,1348,1235,975
전라북도,장수군,남자,9712,940,269,314,373,305,389,564,636,874,938,1117,953,793,528,416,303
전라북도,장수군,여자,9975,868,255,224,284,302,370,444,545,699,797,1073,970,833,820,819,672
전라북도,임실군,계,24193,2000,636,1046,851,816,854,1062,1329,1796,2129,2578,2124,2128,1816,1740,1288
전라북도,임실군,남자,12169,1045,328,566,487,435,448,630,786,1005,1170,1380,1135,993,737,632,392
전라북도,임실군,여자,12024,955,308,480,364,381,406,432,543,791,959,1198,989,1135,1079,1108,896
전라북도,순창군,계,24330,2274,708,685,764,761,966,1254,1605,1959,2071,2619,2080,1922,1878,1660,1124
전라북도,순창군,남자,11773,1181,379,372,422,369,448,655,933,1089,1072,1351,992,874,706,579,351
전라북도,순창군,여자,12557,1093,329,313,342,392,518,599,672,870,999,1268,1088,1048,1172,1081,773
전라북도,고창군,계,48285,4199,1341,1396,1705,1551,1871,2371,3060,3829,4209,5294,4246,4010,3730,3165,2308
전라북도,고창군,남자,23689,2242,717,797,939,803,989,1298,1729,2088,2261,2648,2052,1889,1508,1097,632
전라북도,고창군,여자,24596,1957,624,599,766,748,882,1073,1331,1741,1948,2646,2194,2121,2222,2068,1676
전라북도,부안군,계,45720,3906,1342,1370,1624,1500,1909,2320,2969,3683,4125,5010,4139,3878,3303,2688,1954
전라북도,부안군,남자,22528,2046,683,782,904,808,985,1256,1629,2031,2222,2488,2016,1787,1370,986,535
전라북도,부안군,여자,23192,1860,659,588,720,692,924,1064,1340,1652,1903,2522,2123,2091,1933,1702,1419
전라남도,전라남도,계,1681752,200972,62559,72846,86702,75962,94936,112334,125605,146821,145423,152857,113645,98844,81175,66781,44290
전라남도,전라남도,남자,839235,102694,32316,39634,47609,39549,49127,58498,66401,77846,76570,76928,55731,46606,33573,23854,12299
전라남도,전라남도,여자,842517,98278,30243,33212,39093,36413,45809,53836,59204,68975,68853,75929,57914,52238,47602,42927,31991
전라남도,목포시,계,210703,28197,10179,11348,11690,9622,13630,17085,18329,18721,17049,17581,12476,9992,7545,4801,2458
전라남도,목포시,남자,104419,14474,5194,5889,6144,4912,6940,8741,9404,9577,8449,8421,5890,4570,3273,1818,723
전라남도,목포시,여자,106284,13723,4985,5459,5546,4710,6690,8344,8925,9144,8600,9160,6586,5422,4272,2983,1735
